"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_1y9tqb67sILacJi","","","Pueria",NA,NA,"I don’t work with invasive plants","","",2025
"R_5rpFVgwW2vdnPAV","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3XCIHNhh88dMl1L","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6VEWbJCjy6ty3UZ","Massachusetts"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_6JCs2mM2LfciFfn","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5QG1Oof7XHqTTuG","","","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_3U5fotg9fbz2uIA","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_63qkdlZAdlp973r","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Nongovernmental Organization",2025
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1cvzKKYoZlfF8Ua","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Nongovernmental Organization",2025
"R_1L5o6lNCpT8BrLb","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_5P00Gb4S2nU4OfA","Ohio","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7qHEiJLfEIKHoeh","","","Pueria",NA,NA,"","","",2025
"R_53E9FNoqpjImGx0","","","Pueria",NA,NA,"Invasive plant research/science","2 to 5 years","Academia/University",2025
"R_6dEOH3nQWsRf2ff","Tennessee","Multi-state network of sites","Pueria",1,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6WYgJBttCwwhXSp","New York","Network of sites within one state/province","Celastrus",16,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2025
"R_6ForFLcNvl9Gfip","Maine","Network of sites within one state/province","Celastrus",4,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2025
"R_5R23jr6FuDmhief","Massachusetts","Single site","Celastrus",3,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7ezzjbfl2jdcxDx","Vermont","Network of sites within one state/province","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1HSUmXBNOowEz38","Michigan","Single site","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7NKwiRCT9j90GNs","Massachusetts","Multi-state network of sites","Celastrus",4,"I don't know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_7V2SFyLI4BgpYkG","Ontario"," Other (please specify)","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Celastrus",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3XKPZwC9gPe1LAB","California","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Celastrus",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_32PnpOV1HkZAw1H","Massachusetts","Network of sites within one state/province","Celastrus",NA,"I don't know","Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_6duO8IAxNUPo2RW","Massachusetts","Single site","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_5ywqK8B333ZmZQ5","Massachusetts","Network of sites within one state/province","Celastrus",NA,"Earlier due to changing phenology,Later due to changing phenology,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Celastrus",NA,"Other","Invasive plant management ","6 to 10 years","State Government",2025
"R_3dKb9I322MuEgFz","Maine","Single site","Celastrus",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Celastrus",NA,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2025
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Celastrus",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5FfRxT4Lds9JXGr","New York","Single site","Celastrus",4,"I don't know","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7xnzlMXKOTsg8HD","Michigan"," Other (please specify)","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_6WGzpWEPE19oX5v","Massachusetts","Network of sites within one state/province","Celastrus",20,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3SsX1syXYcf2oyl","Maine","Network of sites within one state/province","Celastrus",10,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5JIsRlFQz08hfmF","Massachusetts","Single site","Celastrus",6,"Earlier or later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3Uciec0XTEPN8VM","Kansas","Network of sites within one state/province","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2025
"R_5BQkPPSouGpr2Hg","Massachusetts","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3lIwOYVE6uiBLFL","Missouri","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7tgxSJVgLjTP0qd","New Jersey","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2025
"R_5l9ERSBPJ1HuXCh","","","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1nX8LdY5yOWIPMB","","","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1x5fi5U5VCmvboJ","","","Celastrus",NA,NA,"","","",2025
"R_6oQyieKuImjkMkF","Minnesota","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3lytOudfMz8mBQQ","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_1JR7RDOKzCfiEnh","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_38RNrcXY8szG3YP","","","Celastrus",NA,NA,"Invasive plant research/science","10+ years","State Government",2025
"R_7s0bUeJot4aF7Xj","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_7q9Ap8ieDZ9oCyg","Arkansas","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Other",2025
"R_33vwY2329g6VQ0k","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_116BRIIEnGyCpwU","California","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_5E71fWz3IruQgh6","Ohio","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_3lRuInUscYVq0lX","Maine","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_7Ceo32FKLa3B326","","","Celastrus",NA,NA,"Invasive plant extension","2 to 5 years","State Government",2025
"R_1n7T1SSSrODztTK","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_7irsAfnr90MpJDX","","","Celastrus",NA,NA,"","","",2025
"R_1LgxvH8g74WcAal","New York","Network of sites within one state/province","Celastrus",20,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5SMOSI08B0z5H6F","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3DnGBGAP1dPCes7","Wyoming","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_5uChQWAdHoaNehT","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2025
"R_6otqeEqxavLiZSY","New York","Single site","Celastrus",10,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_35AYWocGorXLuYK","Connecticut","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Celastrus",12,"Later due to changing phenology","Invasive plant management ","10+ years","State Government",2025
"R_7LZIwVNGpe3KgTI","Wisconsin","Network of sites within one state/province","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6CfNNocJljlizu5","Michigan","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7SutF2RVi019IBz","Ohio","Single site","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_5a65Cht00V6P1st","New York","Single site","Celastrus",1,"I don't know","Invasive plant management ","Less than 2 years","Academia/University",2025
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_59o44pLJ19Ko1bz","Connecticut","Network of sites within one state/province","Celastrus",20,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Celastrus",9,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Academia/University",2025
"R_3mgUtoCpgcqUdlL","Alaska","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_3TAxaQL5ajxPgdj","","","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Celastrus",12,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3oTl0eprRsr0HBh","New York","Network of sites within one state/province","Celastrus",4,"I don't know","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years"," Federal Government",2025
"R_3E7cWMnIfvk6plg","Missouri","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_6FfyRLQZZoBnKfa","Maine","Network of sites within one state/province","Celastrus",15,"I don't know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5tyNGdytbIadKk9","Indiana","Network of sites within one state/province","Celastrus",2,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5QMdxsTPIB3Ml3K","Maryland","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5wUlVJP5S6N1qEN","Virginia","Network of sites within one state/province","Celastrus",10,"I don't know","Invasive plant management ","6 to 10 years","County Government",2025
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2025
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5pmY8oLxe5MTq3z","Missouri","Single site","Celastrus",9,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1JL9iDUjnpJZLQR","New York","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_6B5TP2f74foQpYL","","","Celastrus",NA,NA,"","","",2025
"R_3K7NKCzrLwodZrv","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_5TY2NHEkAN2Kjmo","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_7qOGDVF2BVxvqca","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5I6qNXdl1mckd0K","Michigan","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5RfGcJZSPQua3Z1","District of Columbia","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3O6y7KoIeSKd2hb","","","Celastrus",NA,NA,"","","",2025
"R_3ePYFHCtZY61sCc","Ohio","Multi-state network of sites","Celastrus",3,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1gRiAyI70h1oeLD","","","Celastrus",NA,NA,"I don’t work with invasive plants","","",2025
"R_7Emok7hJscILxnA","","","Celastrus",NA,NA,"","","",2025
"R_3HorDCHhTQDpkbL","","","Celastrus",NA,NA,"","","",2025
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
