"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_3O6y7KoIeSKd2hb","","","Phragmites",NA,NA,"","","",2025
"R_3ePYFHCtZY61sCc","Ohio","Multi-state network of sites","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1gRiAyI70h1oeLD","","","Phragmites",NA,NA,"I don’t work with invasive plants","","",2025
"R_7Emok7hJscILxnA","","","Phragmites",NA,NA,"","","",2025
"R_3HorDCHhTQDpkbL","","","Phragmites",NA,NA,"","","",2025
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Phragmites",5,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_5tMzaB0PTpPS2ir","","","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Phragmites",15,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1gXD9kt66uL5qNb","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5FL0Dh9GY67xaof","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7EbhVHuaLaWdFdf","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_7f8UAs2YAktE2it","","","Phragmites",NA,NA,"","","",2025
"R_7jUugVn6QvfZspP","Virginia","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3q3HlvQtJMVJV4J","Massachusetts","Single site","Phragmites",4,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7b3r56BUmJsTaEF","Massachusetts","Single site","Phragmites",1,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_6GMsZxu63pRQ7BL","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3P4T2m3UdNNEWbk","Maine","Single site","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_5r0ua2M67eD5PSo","Ontario","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_3PAegtCXmyNyCd4","","","Phragmites",NA,NA,"Invasive plant extension","2 to 5 years","Nongovernmental Organization",2025
"R_1rUYrs3htQ2RlNg","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1E6JiBmm9GjH2a8","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5GqXqu4hfRGN4Y4","Virginia","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_1EiGIcVTKZ2CXkf","Maryland","Single site","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7Vru9EQVgndVy1V","North Carolina","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2025
"R_5HUk03lYvicd1lR","Vermont","Network of sites within one state/province","Phragmites",15,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7mVNv0Fpzy8TESl","Missouri","Multi-state network of sites","Phragmites",15,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1hhjlf1IGLZZ22n","Massachusetts","Multi-state network of sites","Phragmites",1,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Phragmites",2,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_1Mtee4EvizES7c1","","","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_1QynJDkZLIXiWuj","","","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Phragmites",15,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_6VKHZJJuCF3ssA9","Rhode Island","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3Cv8u4R4r3z7ZFP","","","Phragmites",NA,NA,"","","",2025
"R_3LBxMYGRGWo5LzU","New York","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7aFVfiFc5I5Lt29","","Single site","Phragmites",5,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_7Mu8SLiJKPmUa8V","","","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5Eg8xsg08esD7Rv","New Hampshire","Network of sites within one state/province","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2025
"R_6zI4045OheCWxD4","New York","Multi-state network of sites","Phragmites",20,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3koWzuFby927k7v","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Phragmites",4.75,NA,"Invasive plant management ","2 to 5 years","County Government",2025
"R_7exFz3gk3VIVD1A","","","Phragmites",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_5dS2zAppP9wPLpj","","","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5fpfT90CdpwDhvH","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_3BXy7lTi8qCQ0cF","Indiana"," Other (please specify)","Phragmites",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Phragmites",10,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3ky1fT1lcE8AtSF","","","Phragmites",NA,NA,"","","",2025
"R_3ccJaCdsXnlVJg6","Minnesota","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","Academia/University",2025
"R_30xjQCBmlmzdGhK","Michigan","Network of sites within one state/province","Phragmites",9,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3PeaJhsds1VeDg6","","","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_7WTR5ZB6xZ7NrYl","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6jiYUPYGI7NG8Ax","Massachusetts"," Other (please specify)","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Other",2025
"R_6LM4zc5bR7utrq6","Wisconsin","Multi-state network of sites","Phragmites",10,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_7VVKpwRg6BNKYO5","","","Phragmites",NA,NA,"","","",2025
"R_6xnYQypkLxxXJct","Michigan","Multi-state network of sites","Phragmites",11,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3zeZCduVIBtWjhr","","","Phragmites",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_5VKiWunSaIlbEZP","","","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5cCxuqU3LPDqcRW","Wisconsin","Network of sites within one state/province","Phragmites",2,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3yNv77ves0EseE9","Massachusetts"," Other (please specify)","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_394SePwlZlWpdTj","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_1KVHBfH2skOg057","","","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_71Rf71H2dc8Nszu","","","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","State Government",2025
"R_6bkD5LQEewba1fb","New York","Network of sites within one state/province","Phragmites",11,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_5Ootj6qKBL1qRSn","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5ziHijOkVpyFgPl","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_373eXuoxMgqWyIv","","","Phragmites",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7SB9LnyKwR5DPnQ","Maine","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_31MZvBdXVsIj2Z6","","Multi-state network of sites","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_72Fajt8sVMFqNIB","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","","Nongovernmental Organization",2025
"R_5yNchEbnkvI8VeF","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_7q9CGoR98EHdtT8","Wisconsin","Single site","Phragmites",10,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3oKFNE7EJdtd7QR","Wisconsin","Network of sites within one state/province","Phragmites",3,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_5JmcaJDl3ExE0GF","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5oGCnRccVycaeZV","Massachusetts","Network of sites within one state/province","Phragmites",25,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2025
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Phragmites",10,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_3NE8VjXO0OOvmMO","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_5NNlKDt9xahEB6V","","","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_37VaZFZM4My9RQg","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_69m69niC7eQvmfH","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_6SkIALEEmjd49Yq","Rhode Island","Single site","Phragmites",1,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_52slHOREy0viarS","Virginia","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_3y11MJQMOttiaqr","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Industry/Private Sector",2025
"R_7VHZv0QU22SMcfo","","","Phragmites",NA,NA,"Invasive plant research/science","10+ years","Other",2025
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Phragmites",3,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1WY82cNkvl3SfQt","Massachusetts"," Other (please specify)","Phragmites",9,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_5gWhTNexnIxqTnz","Vermont","Multi-state network of sites","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5E49JE842qi5GJr","Massachusetts","Single site","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3rwajJwgu3om0rn","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3IsjGtJEPkCmXJ6","","","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","State Government",2025
"R_3CBEqa3RyCeeOxN","","","Phragmites",NA,NA,"Invasive plant research/science","2 to 5 years","State Government",2025
"R_7R3kptcEqpw4uvH","","","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_78RhmA0lmlcdoad","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_1D1AJJAt8PaqdR8","","","Phragmites",NA,NA,"","","",2025
"R_7NhlFVsI95PXZnF","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_6loBMHGNQOY8UWk","","","Phragmites",NA,NA,"","","",2025
"R_61GkUO5dWwqhCjj","Wisconsin","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_1y9tqb67sILacJi","","","Phragmites",NA,NA,"I don’t work with invasive plants","","",2025
"R_5rpFVgwW2vdnPAV","","","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3XCIHNhh88dMl1L","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6VEWbJCjy6ty3UZ","Massachusetts"," Other (please specify)","Phragmites",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_6JCs2mM2LfciFfn","Massachusetts","Network of sites within one state/province","Phragmites",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5QG1Oof7XHqTTuG","","","Phragmites",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_3U5fotg9fbz2uIA","Maine","Network of sites within one state/province","Phragmites",15,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_63qkdlZAdlp973r","","","Phragmites",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Nongovernmental Organization",2025
