"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_3yNv77ves0EseE9","Massachusetts"," Other (please specify)","Rosa",2,"Earlier or later for other reasons,At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2025,2,1,0,-1.07899844826143,-1.85051033624031
"R_6bkD5LQEewba1fb","New York","Network of sites within one state/province","Rosa",11,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,0.103018937778995,-0.537303438417083
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Other",2025,6,1,1,-0.0283163273366078,-0.537303438417083
"R_69m69niC7eQvmfH","Massachusetts","Single site","Rosa",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2025,10,1,0,1.94171264939744,0.77590345940614
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Rosa",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.684992652914624,0.77590345940614
"R_61GkUO5dWwqhCjj","Wisconsin","Network of sites within one state/province","Rosa",2,"At the same time due to no change in phenology","Invasive plant management ","10+ years","County Government",2025,10,1,0,-1.07899844826143,0.77590345940614
"R_3XCIHNhh88dMl1L","Massachusetts","Network of sites within one state/province","Rosa",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,0,-0.947663183145831,-1.85051033624031
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Rosa",25,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.94171264939744,0.77590345940614
"R_5P00Gb4S2nU4OfA","Ohio","Network of sites within one state/province","Rosa",10,"Earlier or later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_6dEOH3nQWsRf2ff","Tennessee","Multi-state network of sites","Rosa",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Acer",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Acer",33,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,2.99239477032227,0.77590345940614
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Acer",NA,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.537303438417083
"R_3dKb9I322MuEgFz","Maine","Single site","Acer",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.684992652914624,0.77590345940614
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Acer",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2025,6,1,0,NA,-0.537303438417083
"R_1LgxvH8g74WcAal","New York","Network of sites within one state/province","Acer",20,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,1.28503632381942,0.77590345940614
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Acer",5,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,0,-0.684992652914624,-0.537303438417083
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Acer",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.28503632381942,0.77590345940614
"R_5FL0Dh9GY67xaof","Massachusetts","Single site","Acer",40,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,3.91174162613149,0.77590345940614
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Acer",25,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.94171264939744,0.77590345940614
"R_1EiGIcVTKZ2CXkf","Maryland","Single site","Acer",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.816327918030227,-0.537303438417083
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Acer",9,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.159651592452211,0.77590345940614
"R_6LM4zc5bR7utrq6","Wisconsin","Multi-state network of sites","Acer",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.28503632381942,0.77590345940614
"R_3yNv77ves0EseE9","Massachusetts"," Other (please specify)","Acer",1,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2025,2,1,0,-1.21033371337704,-1.85051033624031
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Acer",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.947663183145831,0.77590345940614
"R_61GkUO5dWwqhCjj","Wisconsin","Network of sites within one state/province","Acer",NA,"At the same time due to no change in phenology","Invasive plant management ","10+ years","County Government",2025,10,1,0,NA,0.77590345940614
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Acer",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.684992652914624,0.77590345940614
"R_6WYgJBttCwwhXSp","New York","Network of sites within one state/province","Phragmites",16,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2025,10,1,0,0.759695263357012,0.77590345940614
"R_6ForFLcNvl9Gfip","Maine","Network of sites within one state/province","Phragmites",1,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2025,2,1,0,-1.21033371337704,-1.85051033624031
"R_5R23jr6FuDmhief","Massachusetts","Single site","Phragmites",4,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.816327918030227,0.77590345940614
"R_7ezzjbfl2jdcxDx","Vermont","Network of sites within one state/province","Phragmites",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,1.94171264939744,0.77590345940614
"R_7V2SFyLI4BgpYkG","Ontario"," Other (please specify)","Phragmites",3,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.947663183145831,0.77590345940614
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Phragmites",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,0.628359998241409,0.77590345940614
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Phragmites",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.94171264939744,0.77590345940614
"R_3dKb9I322MuEgFz","Maine","Single site","Phragmites",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.290986857567814,0.77590345940614
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Phragmites",NA,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2025,6,1,1,NA,-0.537303438417083
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Phragmites",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2025,6,1,0,NA,-0.537303438417083
"R_3SsX1syXYcf2oyl","Maine","Network of sites within one state/province","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.0283163273366078,0.77590345940614
"R_5JIsRlFQz08hfmF","Massachusetts","Single site","Phragmites",6,"Earlier or later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.553657387799021,-0.537303438417083
"R_5BQkPPSouGpr2Hg","Massachusetts","Multi-state network of sites","Phragmites",NA,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,NA,0.77590345940614
"R_6oQyieKuImjkMkF","Minnesota","Network of sites within one state/province","Phragmites",1,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,0,-1.21033371337704,-1.85051033624031
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Phragmites",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-1.07899844826143,0.77590345940614
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Phragmites",4,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Other",2025,2,1,0,-0.816327918030227,-1.85051033624031
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Phragmites",16,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,0.759695263357012,0.77590345940614
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Phragmites",15,"Later due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.628359998241409,0.77590345940614
"R_6CfNNocJljlizu5","Michigan","Network of sites within one state/province","Phragmites",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years"," Federal Government",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Phragmites",3,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947663183145831,-0.537303438417083
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Phragmites",9,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,0,-0.159651592452211,-0.537303438417083
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.0283163273366078,-1.85051033624031
"R_5pmY8oLxe5MTq3z","Missouri","Single site","Phragmites",7,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.422322122683418,0.77590345940614
"R_1JL9iDUjnpJZLQR","New York","Network of sites within one state/province","Phragmites",5,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,-0.684992652914624,-0.537303438417083
"R_5I6qNXdl1mckd0K","Michigan","Network of sites within one state/province","Phragmites",4,"Earlier or later for other reasons","Invasive plant management ","10+ years","State Government",2025,10,1,0,-0.816327918030227,0.77590345940614
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Phragmites",5,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025,2,1,1,-0.684992652914624,-1.85051033624031
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Phragmites",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,0.628359998241409,0.77590345940614
"R_1rUYrs3htQ2RlNg","Massachusetts","Network of sites within one state/province","Phragmites",NA,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,NA,0.77590345940614
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Phragmites",2,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-1.07899844826143,-0.537303438417083
